roi,start_date,end_date,max_cloud_cover,asset_type,max_tide,nearest_port
./inputs/alvor-updated.geojson,2022-01-01,2022-04-30,0.1,analytic_sr,1,18
./inputs/alvor-updated.geojson,2022-05-01,2022-08-31,0.1,analytic_sr,1,18
./inputs/alvor-updated.geojson,2022-09-01,2022-12-31,0.1,analytic_sr,1,18
